subjid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
L2xJ1iWAIp1Lc5red,"{'timestamp': 1680194699669, 'dragX': -5, 'dragY': 16, 'event': 'dragend'}","{'event': 'dragend', 'dragX': 1, 'dragY': -16, 'timestamp': 1680194700900}","{'dragX': -23, 'event': 'dragend', 'dragY': 4, 'timestamp': 1680194702172}","{'dragY': 14, 'timestamp': 1680194703494, 'event': 'dragend', 'dragX': 31}","{'dragX': -11, 'event': 'dragend', 'timestamp': 1680194705197, 'dragY': -44}","{'event': 'dragend', 'dragY': -4, 'dragX': -7, 'timestamp': 1680194706388}","{'correct': True, 'locations': [{'x': 150, 'y': 525, 'name': 'applebasket'}, {'name': 'bananabasket', 'y': 525, 'x': 150}, {'y': 570.5, 'x': 132, 'name': 'apple'}, {'x': 121, 'y': 570.5, 'name': 'apple'}, {'name': 'apple', 'x': 176, 'y': 570.5}, {'y': 570.5, 'x': 186, 'name': 'apple'}, {'y': 570.5, 'name': 'banana', 'x': 645}, {'y': 570.5, 'x': 666, 'name': 'banana'}], 'fails': 0, 'timestamp': 1680194707761, 'event': 'checkcorrect', 'attempts': 1}","{'attempts': 1, 'fails': 0, 'correct': True, 'locations': [{'y': 525, 'x': 150, 'name': 'applebasket'}, {'y': 525, 'name': 'bananabasket', 'x': 150}, {'y': 570.5, 'name': 'apple', 'x': 132}, {'name': 'apple', 'x': 121, 'y': 570.5}, {'name': 'apple', 'x': 176, 'y': 570.5}, {'x': 186, 'y': 570.5, 'name': 'apple'}, {'name': 'banana', 'x': 645, 'y': 570.5}, {'y': 570.5, 'x': 666, 'name': 'banana'}], 'timestamp': 1680194707773, 'event': 'success'}",,,,,,,,,,,,,,
LLlh0LYAxsUnaepurple,"{'event': 'dragend', 'dragY': 14, 'dragX': 21.63330078125, 'timestamp': 1680194665449}","{'dragY': 16, 'dragX': -26.36669921875, 'event': 'dragend', 'timestamp': 1680194666951}","{'dragX': 17.63330078125, 'timestamp': 1680194667681, 'event': 'dragend', 'dragY': 20}","{'timestamp': 1680194668599, 'dragY': 20, 'event': 'dragend', 'dragX': -14.36669921875}","{'timestamp': 1680194669520, 'event': 'dragend', 'dragY': 42, 'dragX': -20.36669921875}","{'timestamp': 1680194670361, 'dragY': 28, 'dragX': 13.63330078125, 'event': 'dragend'}","{'fails': 0, 'correct': True, 'attempts': 1, 'locations': [{'x': 150, 'y': 525, 'name': 'applebasket'}, {'y': 525, 'name': 'bananabasket', 'x': 150}, {'name': 'apple', 'y': 570.5, 'x': 117}, {'x': 129, 'name': 'apple', 'y': 570.5}, {'y': 570.5, 'name': 'apple', 'x': 105}, {'name': 'apple', 'x': 129, 'y': 570.5}, {'name': 'banana', 'y': 570.5, 'x': 690}, {'name': 'banana', 'x': 643, 'y': 570.5}], 'event': 'checkcorrect', 'timestamp': 1680194672363}","{'locations': [{'name': 'applebasket', 'y': 525, 'x': 150}, {'name': 'bananabasket', 'x': 150, 'y': 525}, {'name': 'apple', 'x': 117, 'y': 570.5}, {'name': 'apple', 'y': 570.5, 'x': 129}, {'y': 570.5, 'x': 105, 'name': 'apple'}, {'name': 'apple', 'y': 570.5, 'x': 129}, {'x': 690, 'name': 'banana', 'y': 570.5}, {'x': 643, 'name': 'banana', 'y': 570.5}], 'event': 'success', 'timestamp': 1680194672365, 'attempts': 1, 'fails': 0, 'correct': True}",,,,,,,,,,,,,,
MnUx0OULOzy46vpurple,"{'dragY': -4, 'event': 'dragend', 'timestamp': 1680030362831, 'dragX': -1}","{'dragX': 11, 'dragY': 8, 'timestamp': 1680030364987, 'event': 'dragend'}","{'dragX': 17, 'event': 'dragend', 'timestamp': 1680030366179, 'dragY': -10}","{'event': 'dragend', 'dragY': 12, 'timestamp': 1680030369653, 'dragX': 5}","{'timestamp': 1680030371378, 'dragX': 3, 'event': 'dragend', 'dragY': -3}","{'dragX': 15, 'event': 'dragend', 'dragY': 2, 'timestamp': 1680030372950}","{'dragX': -3, 'timestamp': 1680030375616, 'dragY': 28, 'event': 'dragend'}","{'dragX': -5, 'dragY': -7, 'timestamp': 1680030377141, 'event': 'dragend'}","{'event': 'checkcorrect', 'locations': [{'x': 150, 'name': 'applebasket', 'y': 525}, {'name': 'bananabasket', 'x': 150, 'y': 525}, {'y': 570.5, 'name': 'apple', 'x': 147}, {'x': 166, 'y': 570.5, 'name': 'apple'}, {'name': 'apple', 'y': 570.5, 'x': 151}, {'name': 'apple', 'x': 131, 'y': 570.5}, {'name': 'banana', 'x': 622, 'y': 570.5}, {'name': 'banana', 'y': 570.5, 'x': 636}], 'fails': 0, 'timestamp': 1680030379530, 'attempts': 1, 'correct': True}","{'event': 'success', 'fails': 0, 'timestamp': 1680030379535, 'attempts': 1, 'correct': True, 'locations': [{'name': 'applebasket', 'y': 525, 'x': 150}, {'name': 'bananabasket', 'x': 150, 'y': 525}, {'x': 147, 'name': 'apple', 'y': 570.5}, {'x': 166, 'y': 570.5, 'name': 'apple'}, {'x': 151, 'name': 'apple', 'y': 570.5}, {'y': 570.5, 'x': 131, 'name': 'apple'}, {'name': 'banana', 'x': 622, 'y': 570.5}, {'x': 636, 'name': 'banana', 'y': 570.5}]}",,,,,,,,,,,,
mY2ThHGLZfMrwCred,"{'dragY': -2, 'event': 'dragend', 'dragX': 32.79998779296875, 'timestamp': 1680023458695}","{'dragY': 28, 'timestamp': 1680023459873, 'event': 'dragend', 'dragX': -17.20001220703125}","{'timestamp': 1680023460952, 'dragY': 22, 'dragX': 26.79998779296875, 'event': 'dragend'}","{'event': 'dragend', 'dragY': 26, 'timestamp': 1680023462451, 'dragX': -17.20001220703125}","{'timestamp': 1680023464049, 'dragX': -11.20001220703125, 'dragY': 8, 'event': 'dragend'}","{'event': 'dragend', 'dragX': -11.20001220703125, 'timestamp': 1680023465387, 'dragY': 18}","{'locations': [{'name': 'applebasket', 'y': 525, 'x': 150}, {'y': 525, 'x': 150, 'name': 'bananabasket'}, {'y': 570.5, 'x': 139, 'name': 'apple'}, {'x': 107, 'y': 570.5, 'name': 'apple'}, {'x': 189, 'name': 'apple', 'y': 570.5}, {'x': 129, 'y': 570.5, 'name': 'apple'}, {'y': 570.5, 'name': 'banana', 'x': 691}, {'y': 570.5, 'name': 'banana', 'x': 642}], 'event': 'checkcorrect', 'timestamp': 1680023466784, 'fails': 0, 'attempts': 1, 'correct': True}","{'event': 'success', 'timestamp': 1680023466786, 'correct': True, 'locations': [{'name': 'applebasket', 'y': 525, 'x': 150}, {'name': 'bananabasket', 'y': 525, 'x': 150}, {'x': 139, 'name': 'apple', 'y': 570.5}, {'name': 'apple', 'x': 107, 'y': 570.5}, {'y': 570.5, 'name': 'apple', 'x': 189}, {'x': 129, 'name': 'apple', 'y': 570.5}, {'x': 691, 'name': 'banana', 'y': 570.5}, {'x': 642, 'name': 'banana', 'y': 570.5}], 'fails': 0, 'attempts': 1}",,,,,,,,,,,,,,
LzSp6319Cfrr4ored,"{'dragX': -17, 'event': 'dragend', 'timestamp': 1680634106399, 'dragY': 16}","{'dragY': 26, 'timestamp': 1680634107711, 'event': 'dragend', 'dragX': 15}","{'dragY': 12, 'event': 'dragend', 'timestamp': 1680634108959, 'dragX': -7}","{'dragX': 37, 'timestamp': 1680634110599, 'dragY': 40, 'event': 'dragend'}","{'dragX': -1, 'event': 'dragend', 'timestamp': 1680634111767, 'dragY': 8}","{'dragX': 37, 'event': 'dragend', 'timestamp': 1680634113269, 'dragY': 8}","{'event': 'checkcorrect', 'correct': True, 'attempts': 1, 'locations': [{'name': 'applebasket', 'y': 525, 'x': 150}, {'name': 'bananabasket', 'y': 525, 'x': 150}, {'name': 'apple', 'x': 117, 'y': 570.5}, {'name': 'apple', 'x': 93, 'y': 570.5}, {'x': 155, 'y': 570.5, 'name': 'apple'}, {'x': 149, 'y': 570.5, 'name': 'apple'}, {'y': 570.5, 'name': 'banana', 'x': 679}, {'name': 'banana', 'y': 570.5, 'x': 668}], 'fails': 0, 'timestamp': 1680634113990}","{'correct': True, 'fails': 0, 'event': 'success', 'attempts': 1, 'locations': [{'y': 525, 'x': 150, 'name': 'applebasket'}, {'y': 525, 'x': 150, 'name': 'bananabasket'}, {'y': 570.5, 'x': 117, 'name': 'apple'}, {'name': 'apple', 'y': 570.5, 'x': 93}, {'x': 155, 'name': 'apple', 'y': 570.5}, {'name': 'apple', 'x': 149, 'y': 570.5}, {'name': 'banana', 'y': 570.5, 'x': 679}, {'x': 668, 'name': 'banana', 'y': 570.5}], 'timestamp': 1680634113999}",,,,,,,,,,,,,,
lsFCn1XMbjkQlMpurple,"{'dragY': 1.00543212890625, 'event': 'dragend', 'timestamp': 1680289463773, 'dragX': 16.17388916015625}","{'dragY': 12.00543212890625, 'dragX': 16.17388916015625, 'event': 'dragend', 'timestamp': 1680289465628}","{'timestamp': 1680289468076, 'dragX': 22.17388916015625, 'event': 'dragend', 'dragY': 18.00543212890625}","{'dragY': 22.00543212890625, 'dragX': 28.17388916015625, 'timestamp': 1680289470029, 'event': 'dragend'}","{'dragY': 17.00543212890625, 'timestamp': 1680289471324, 'event': 'dragend', 'dragX': 20.17388916015625}","{'dragY': 6.00543212890625, 'dragX': 8.17388916015625, 'timestamp': 1680289473053, 'event': 'dragend'}","{'dragY': -1.99456787109375, 'timestamp': 1680289474556, 'event': 'dragend', 'dragX': -13.82611083984375}","{'timestamp': 1680289475466, 'event': 'checkcorrect', 'locations': [{'x': 150, 'name': 'applebasket', 'y': 525}, {'x': 150, 'y': 525, 'name': 'bananabasket'}, {'name': 'apple', 'y': 570.5, 'x': 159}, {'y': 570.5, 'name': 'apple', 'x': 141}, {'name': 'apple', 'x': 132, 'y': 570.5}, {'x': 162, 'name': 'apple', 'y': 570.5}, {'y': 570.5, 'x': 673, 'name': 'banana'}, {'y': 570.5, 'name': 'banana', 'x': 687}], 'correct': True, 'attempts': 1, 'fails': 0}","{'locations': [{'y': 525, 'name': 'applebasket', 'x': 150}, {'y': 525, 'x': 150, 'name': 'bananabasket'}, {'y': 570.5, 'x': 159, 'name': 'apple'}, {'name': 'apple', 'x': 141, 'y': 570.5}, {'x': 132, 'y': 570.5, 'name': 'apple'}, {'name': 'apple', 'x': 162, 'y': 570.5}, {'x': 673, 'name': 'banana', 'y': 570.5}, {'name': 'banana', 'x': 687, 'y': 570.5}], 'correct': True, 'attempts': 1, 'event': 'success', 'timestamp': 1680289475477, 'fails': 0}",,,,,,,,,,,,,
SMBqTPtMeJmnqRred,"{'dragY': 0, 'event': 'dragend', 'timestamp': 1680194657651, 'dragX': -11.20001220703125}","{'dragY': 6, 'dragX': 20.79998779296875, 'event': 'dragend', 'timestamp': 1680194658796}","{'timestamp': 1680194660571, 'event': 'dragend', 'dragX': -13.20001220703125, 'dragY': 47}","{'event': 'dragend', 'timestamp': 1680194661904, 'dragX': -13.20001220703125, 'dragY': 6}","{'dragX': 32.79998779296875, 'event': 'dragend', 'timestamp': 1680194663308, 'dragY': 20}","{'timestamp': 1680194664467, 'event': 'dragend', 'dragX': 4.79998779296875, 'dragY': 20}","{'timestamp': 1680194666036, 'event': 'checkcorrect', 'attempts': 1, 'fails': 0, 'locations': [{'y': 525, 'name': 'applebasket', 'x': 150}, {'x': 150, 'y': 525, 'name': 'bananabasket'}, {'y': 570.5, 'name': 'apple', 'x': 138}, {'x': 131, 'y': 570.5, 'name': 'apple'}, {'name': 'apple', 'x': 182, 'y': 570.5}, {'y': 570.5, 'x': 162, 'name': 'apple'}, {'y': 570.5, 'x': 698, 'name': 'banana'}, {'name': 'banana', 'x': 627, 'y': 570.5}], 'correct': True}","{'event': 'success', 'timestamp': 1680194666039, 'locations': [{'x': 150, 'y': 525, 'name': 'applebasket'}, {'x': 150, 'name': 'bananabasket', 'y': 525}, {'y': 570.5, 'x': 138, 'name': 'apple'}, {'y': 570.5, 'name': 'apple', 'x': 131}, {'x': 182, 'y': 570.5, 'name': 'apple'}, {'name': 'apple', 'y': 570.5, 'x': 162}, {'name': 'banana', 'y': 570.5, 'x': 698}, {'name': 'banana', 'y': 570.5, 'x': 627}], 'fails': 0, 'correct': True, 'attempts': 1}",,,,,,,,,,,,,,
lYmChdJMknpHlwred,"{'dragX': -15, 'event': 'dragend', 'dragY': 12, 'timestamp': 1680018234312}","{'dragY': 26, 'event': 'dragend', 'dragX': -5, 'timestamp': 1680018235802}","{'dragX': 5, 'timestamp': 1680018237067, 'dragY': 14, 'event': 'dragend'}","{'dragY': 16, 'timestamp': 1680018238478, 'dragX': 1, 'event': 'dragend'}","{'dragX': -11, 'timestamp': 1680018240096, 'event': 'dragend', 'dragY': 6}","{'timestamp': 1680018241298, 'dragX': -5, 'event': 'dragend', 'dragY': 10}","{'attempts': 1, 'event': 'checkcorrect', 'correct': True, 'fails': 0, 'timestamp': 1680018241854, 'locations': [{'y': 525, 'x': 150, 'name': 'applebasket'}, {'x': 150, 'y': 525, 'name': 'bananabasket'}, {'x': 119, 'name': 'apple', 'y': 570.5}, {'name': 'apple', 'x': 203, 'y': 570.5}, {'x': 163, 'y': 570.5, 'name': 'apple'}, {'x': 152, 'y': 570.5, 'name': 'apple'}, {'x': 667, 'name': 'banana', 'y': 570.5}, {'x': 637, 'name': 'banana', 'y': 548.1666666666665}]}","{'event': 'success', 'locations': [{'x': 150, 'y': 525, 'name': 'applebasket'}, {'y': 525, 'x': 150, 'name': 'bananabasket'}, {'y': 570.5, 'x': 119, 'name': 'apple'}, {'x': 203, 'name': 'apple', 'y': 570.5}, {'y': 570.5, 'name': 'apple', 'x': 163}, {'x': 152, 'y': 570.5, 'name': 'apple'}, {'y': 570.5, 'name': 'banana', 'x': 667}, {'y': 548.1666666666665, 'x': 637, 'name': 'banana'}], 'attempts': 1, 'timestamp': 1680018241857, 'fails': 0, 'correct': True}",,,,,,,,,,,,,,
MnUx0OULOzy46vred,"{'dragX': 20, 'dragY': 30, 'timestamp': 1680030352011, 'event': 'dragend'}","{'dragX': -18, 'timestamp': 1680030353543, 'dragY': -6, 'event': 'dragend'}","{'dragX': 32, 'timestamp': 1680030355178, 'dragY': -8, 'event': 'dragend'}","{'dragY': 42, 'dragX': 12, 'event': 'dragend', 'timestamp': 1680030356515}","{'event': 'dragend', 'dragY': 30, 'dragX': 6, 'timestamp': 1680030358249}","{'dragY': 42, 'dragX': 14, 'event': 'dragend', 'timestamp': 1680030359797}","{'timestamp': 1680030360953, 'fails': 0, 'attempts': 1, 'correct': True, 'locations': [{'y': 525, 'x': 150, 'name': 'applebasket'}, {'x': 150, 'name': 'bananabasket', 'y': 525}, {'name': 'apple', 'y': 570.5, 'x': 149}, {'name': 'apple', 'y': 570.5, 'x': 158}, {'x': 175, 'y': 570.5, 'name': 'apple'}, {'y': 570.5, 'name': 'apple', 'x': 162}, {'name': 'banana', 'x': 658, 'y': 570.5}, {'y': 570.5, 'name': 'banana', 'x': 648}], 'event': 'checkcorrect'}","{'timestamp': 1680030360964, 'correct': True, 'event': 'success', 'locations': [{'y': 525, 'name': 'applebasket', 'x': 150}, {'x': 150, 'y': 525, 'name': 'bananabasket'}, {'name': 'apple', 'x': 149, 'y': 570.5}, {'name': 'apple', 'x': 158, 'y': 570.5}, {'x': 175, 'y': 570.5, 'name': 'apple'}, {'x': 162, 'y': 570.5, 'name': 'apple'}, {'y': 570.5, 'name': 'banana', 'x': 658}, {'name': 'banana', 'y': 570.5, 'x': 648}], 'fails': 0, 'attempts': 1}",,,,,,,,,,,,,,
N8ksNmv6G4q0omred,"{'event': 'dragend', 'dragX': -11, 'dragY': 0, 'timestamp': 1680290148041}","{'dragY': -42, 'event': 'dragend', 'timestamp': 1680290149378, 'dragX': 1}","{'event': 'dragend', 'dragX': -19, 'timestamp': 1680290150833, 'dragY': 8}","{'timestamp': 1680290152761, 'dragX': 29, 'event': 'dragend', 'dragY': -6}","{'dragX': -41, 'timestamp': 1680290155746, 'event': 'dragend', 'dragY': 8}","{'timestamp': 1680290157337, 'dragX': 9, 'dragY': -6, 'event': 'dragend'}","{'event': 'checkcorrect', 'locations': [{'y': 525, 'x': 150, 'name': 'applebasket'}, {'y': 525, 'name': 'bananabasket', 'x': 150}, {'y': 570.5, 'name': 'apple', 'x': 98}, {'x': 145, 'name': 'apple', 'y': 570.5}, {'x': 138, 'name': 'apple', 'y': 570.5}, {'y': 553.9999999999999, 'x': 137, 'name': 'apple'}, {'name': 'banana', 'x': 653, 'y': 570.5}, {'x': 658, 'y': 570.5, 'name': 'banana'}], 'attempts': 1, 'fails': 0, 'correct': True, 'timestamp': 1680290157917}","{'attempts': 1, 'fails': 0, 'locations': [{'y': 525, 'name': 'applebasket', 'x': 150}, {'x': 150, 'y': 525, 'name': 'bananabasket'}, {'name': 'apple', 'y': 570.5, 'x': 98}, {'name': 'apple', 'x': 145, 'y': 570.5}, {'y': 570.5, 'name': 'apple', 'x': 138}, {'x': 137, 'y': 553.9999999999999, 'name': 'apple'}, {'x': 653, 'y': 570.5, 'name': 'banana'}, {'y': 570.5, 'x': 658, 'name': 'banana'}], 'timestamp': 1680290157921, 'event': 'success', 'correct': True}",,,,,,,,,,,,,,
ofrwBLQNLeNuCOred,"{'timestamp': 1680194778321, 'event': 'dragend', 'dragX': 5, 'dragY': -2}","{'dragX': 3, 'dragY': 12, 'timestamp': 1680194779848, 'event': 'dragend'}","{'event': 'dragend', 'dragY': 10, 'dragX': 9, 'timestamp': 1680194782007}","{'timestamp': 1680194783759, 'event': 'dragend', 'dragY': 29, 'dragX': 1}","{'dragY': 4, 'dragX': 31, 'event': 'dragend', 'timestamp': 1680194787599}","{'dragX': 3, 'timestamp': 1680194789440, 'dragY': 23, 'event': 'dragend'}","{'locations': [{'y': 525, 'x': 150, 'name': 'applebasket'}, {'y': 525, 'x': 150, 'name': 'bananabasket'}, {'x': 121, 'name': 'apple', 'y': 570.5}, {'x': 154, 'y': 570.5, 'name': 'apple'}, {'y': 570.5, 'x': 178, 'name': 'apple'}, {'name': 'apple', 'y': 570.5, 'x': 157}, {'x': 662, 'y': 570.5, 'name': 'banana'}, {'y': 570.5, 'x': 675, 'name': 'banana'}], 'event': 'checkcorrect', 'attempts': 1, 'fails': 0, 'timestamp': 1680194790385, 'correct': True}","{'attempts': 1, 'fails': 0, 'correct': True, 'event': 'success', 'timestamp': 1680194790401, 'locations': [{'y': 525, 'name': 'applebasket', 'x': 150}, {'name': 'bananabasket', 'x': 150, 'y': 525}, {'y': 570.5, 'name': 'apple', 'x': 121}, {'name': 'apple', 'y': 570.5, 'x': 154}, {'y': 570.5, 'name': 'apple', 'x': 178}, {'name': 'apple', 'y': 570.5, 'x': 157}, {'x': 662, 'name': 'banana', 'y': 570.5}, {'name': 'banana', 'x': 675, 'y': 570.5}]}",,,,,,,,,,,,,,
l8bDK3aO8wGxbQred,"{'event': 'dragend', 'timestamp': 1680282837269, 'dragX': 17, 'dragY': 44}","{'timestamp': 1680282838334, 'dragY': -10, 'event': 'dragend', 'dragX': 35}","{'timestamp': 1680282839324, 'event': 'dragend', 'dragX': 29, 'dragY': 8}","{'dragY': 16, 'event': 'dragend', 'timestamp': 1680282840234, 'dragX': 49}","{'dragY': -22, 'timestamp': 1680282841262, 'event': 'dragend', 'dragX': 13}","{'event': 'dragend', 'timestamp': 1680282842430, 'dragY': 0, 'dragX': 13}","{'correct': True, 'locations': [{'x': 150, 'name': 'applebasket', 'y': 525}, {'y': 525, 'name': 'bananabasket', 'x': 150}, {'x': 147, 'name': 'apple', 'y': 570.5}, {'x': 141, 'y': 570.5, 'name': 'apple'}, {'name': 'apple', 'y': 570.5, 'x': 81}, {'name': 'apple', 'x': 132, 'y': 570.5}, {'y': 570.5, 'name': 'banana', 'x': 618}, {'y': 531.0555555555554, 'name': 'banana', 'x': 600}], 'fails': 0, 'timestamp': 1680282843203, 'event': 'checkcorrect', 'attempts': 1}","{'locations': [{'x': 150, 'y': 525, 'name': 'applebasket'}, {'name': 'bananabasket', 'y': 525, 'x': 150}, {'y': 570.5, 'x': 147, 'name': 'apple'}, {'y': 570.5, 'x': 141, 'name': 'apple'}, {'y': 570.5, 'x': 81, 'name': 'apple'}, {'x': 132, 'name': 'apple', 'y': 570.5}, {'y': 570.5, 'x': 618, 'name': 'banana'}, {'x': 600, 'name': 'banana', 'y': 531.0555555555554}], 'fails': 0, 'attempts': 1, 'correct': True, 'event': 'success', 'timestamp': 1680282843209}",,,,,,,,,,,,,,
ODyDBwJIrDmnmapurple,"{'dragX': -9, 'timestamp': 1680023743929, 'event': 'dragend', 'dragY': 8}","{'timestamp': 1680023746099, 'dragY': 16, 'event': 'dragend', 'dragX': 1}","{'dragY': -14, 'dragX': 27, 'timestamp': 1680023748338, 'event': 'dragend'}","{'dragY': 6, 'dragX': 21, 'event': 'dragend', 'timestamp': 1680023750386}","{'timestamp': 1680023752288, 'dragY': -18, 'dragX': 5, 'event': 'dragend'}","{'event': 'dragend', 'timestamp': 1680023754548, 'dragX': 1, 'dragY': -6}","{'event': 'checkcorrect', 'correct': True, 'locations': [{'y': 525, 'name': 'applebasket', 'x': 150}, {'x': 150, 'y': 525, 'name': 'bananabasket'}, {'name': 'apple', 'y': 570.5, 'x': 134}, {'y': 570.5, 'name': 'apple', 'x': 125}, {'x': 155, 'name': 'apple', 'y': 570.5}, {'y': 570.5, 'x': 159, 'name': 'apple'}, {'y': 570.5, 'name': 'banana', 'x': 643}, {'y': 570.5, 'x': 641, 'name': 'banana'}], 'fails': 0, 'timestamp': 1680023755439, 'attempts': 1}","{'event': 'success', 'fails': 0, 'timestamp': 1680023755439, 'locations': [{'x': 150, 'name': 'applebasket', 'y': 525}, {'x': 150, 'y': 525, 'name': 'bananabasket'}, {'name': 'apple', 'y': 570.5, 'x': 134}, {'x': 125, 'y': 570.5, 'name': 'apple'}, {'x': 155, 'y': 570.5, 'name': 'apple'}, {'x': 159, 'y': 570.5, 'name': 'apple'}, {'x': 643, 'y': 570.5, 'name': 'banana'}, {'x': 641, 'y': 570.5, 'name': 'banana'}], 'attempts': 1, 'correct': True}",,,,,,,,,,,,,,
bSxiPUDOjnyQuFpurple,"{'timestamp': 1680029335060, 'dragY': 0, 'event': 'dragend', 'dragX': 9}","{'dragY': -6, 'timestamp': 1680029336675, 'dragX': -5, 'event': 'dragend'}","{'dragX': 3, 'timestamp': 1680029338115, 'dragY': -6, 'event': 'dragend'}","{'dragY': 4, 'timestamp': 1680029339704, 'event': 'dragend', 'dragX': 13}","{'dragX': -9, 'event': 'dragend', 'timestamp': 1680029341224, 'dragY': 18}","{'timestamp': 1680029342778, 'dragX': 3, 'event': 'dragend', 'dragY': 22}","{'correct': True, 'timestamp': 1680029344103, 'attempts': 1, 'fails': 0, 'locations': [{'x': 150, 'y': 525, 'name': 'applebasket'}, {'x': 150, 'y': 525, 'name': 'bananabasket'}, {'x': 163, 'name': 'apple', 'y': 570.5}, {'x': 153, 'name': 'apple', 'y': 570.5}, {'y': 570.5, 'x': 127, 'name': 'apple'}, {'name': 'apple', 'y': 570.5, 'x': 123}, {'name': 'banana', 'x': 645, 'y': 570.5}, {'y': 570.5, 'x': 639, 'name': 'banana'}], 'event': 'checkcorrect'}","{'correct': True, 'event': 'success', 'attempts': 1, 'locations': [{'y': 525, 'x': 150, 'name': 'applebasket'}, {'x': 150, 'name': 'bananabasket', 'y': 525}, {'x': 163, 'y': 570.5, 'name': 'apple'}, {'x': 153, 'name': 'apple', 'y': 570.5}, {'name': 'apple', 'x': 127, 'y': 570.5}, {'y': 570.5, 'name': 'apple', 'x': 123}, {'name': 'banana', 'x': 645, 'y': 570.5}, {'x': 639, 'name': 'banana', 'y': 570.5}], 'timestamp': 1680029344107, 'fails': 0}",,,,,,,,,,,,,,
OmgEQJhArEcn1gpurple,"{'event': 'dragend', 'timestamp': 1680634059710, 'dragY': 12, 'dragX': 15}","{'event': 'dragend', 'dragY': -30, 'timestamp': 1680634061419, 'dragX': -15}","{'dragY': 16, 'dragX': 11, 'timestamp': 1680634062380, 'event': 'dragend'}","{'timestamp': 1680634063223, 'dragX': -1, 'event': 'dragend', 'dragY': 0}","{'dragY': -8, 'event': 'dragend', 'timestamp': 1680634064216, 'dragX': 17}","{'event': 'dragend', 'timestamp': 1680634064875, 'dragY': -10, 'dragX': 33}","{'dragX': 19, 'dragY': -4, 'event': 'dragend', 'timestamp': 1680634065700}","{'fails': 0, 'locations': [{'y': 525, 'x': 150, 'name': 'applebasket'}, {'name': 'bananabasket', 'x': 150, 'y': 525}, {'name': 'apple', 'y': 570.5, 'x': 139}, {'x': 108, 'name': 'apple', 'y': 570.5}, {'name': 'apple', 'y': 570.5, 'x': 158}, {'x': 156, 'y': 570.5, 'name': 'apple'}, {'y': 570.5, 'name': 'banana', 'x': 647}, {'x': 605, 'y': 570.5, 'name': 'banana'}], 'correct': True, 'timestamp': 1680634067562, 'event': 'checkcorrect', 'attempts': 1}","{'fails': 0, 'event': 'success', 'attempts': 1, 'locations': [{'y': 525, 'x': 150, 'name': 'applebasket'}, {'x': 150, 'y': 525, 'name': 'bananabasket'}, {'y': 570.5, 'x': 139, 'name': 'apple'}, {'x': 108, 'name': 'apple', 'y': 570.5}, {'y': 570.5, 'name': 'apple', 'x': 158}, {'name': 'apple', 'x': 156, 'y': 570.5}, {'x': 647, 'y': 570.5, 'name': 'banana'}, {'x': 605, 'y': 570.5, 'name': 'banana'}], 'correct': True, 'timestamp': 1680634067562}",,,,,,,,,,,,,
mJ9fjlcP23idAZred,"{'dragX': 3, 'event': 'dragend', 'dragY': 20, 'timestamp': 1680195700572}","{'dragX': -33, 'event': 'dragend', 'dragY': -2, 'timestamp': 1680195702192}","{'dragX': 27, 'timestamp': 1680195703858, 'event': 'dragend', 'dragY': 26}","{'dragX': 51, 'timestamp': 1680195705268, 'event': 'dragend', 'dragY': 50}","{'dragX': -13, 'dragY': -14, 'event': 'dragend', 'timestamp': 1680195706548}","{'dragY': 4, 'dragX': -9, 'timestamp': 1680195707992, 'event': 'dragend'}","{'attempts': 1, 'fails': 0, 'timestamp': 1680195708814, 'locations': [{'y': 525, 'name': 'applebasket', 'x': 150}, {'x': 150, 'name': 'bananabasket', 'y': 525}, {'y': 570.5, 'name': 'apple', 'x': 124}, {'y': 570.5, 'name': 'apple', 'x': 96}, {'y': 570.5, 'name': 'apple', 'x': 113}, {'name': 'apple', 'y': 570.5, 'x': 150}, {'name': 'banana', 'x': 641, 'y': 570.5}, {'name': 'banana', 'x': 689, 'y': 570.5}], 'event': 'checkcorrect', 'correct': True}","{'attempts': 1, 'correct': True, 'timestamp': 1680195708823, 'event': 'success', 'locations': [{'x': 150, 'y': 525, 'name': 'applebasket'}, {'x': 150, 'y': 525, 'name': 'bananabasket'}, {'y': 570.5, 'name': 'apple', 'x': 124}, {'x': 96, 'y': 570.5, 'name': 'apple'}, {'name': 'apple', 'y': 570.5, 'x': 113}, {'x': 150, 'name': 'apple', 'y': 570.5}, {'name': 'banana', 'x': 641, 'y': 570.5}, {'y': 570.5, 'name': 'banana', 'x': 689}], 'fails': 0}",,,,,,,,,,,,,,
